v,Ptrue_W,Pl0_W,bias_W,dH3_W,dH5_W,dDrag_W,dAux_W,n_krpm
11.3,553.563285451667,452.015050002137,-101.54823544953,200.036217191245,6.45212889077512,265.13232375,30,0.723362003639041
11.35,557.04187683665,452.322647081352,-104.719229755298,200.386882458124,6.43873705717238,268.66737515625,30,0.723537249521077
11.4,560.555492725398,452.634255387113,-107.921237338285,200.737993752662,6.42552109094709,272.23371,30,0.723714699925121
11.45,564.104266888658,452.949907922594,-111.154358966064,201.089586866244,6.41247973855793,275.83146609375,30,0.723894370589609
11.5,567.688333395109,453.269637776634,-114.418695618475,201.441697400005,6.3996117684794,279.46078125,30,0.724076277233344
11.55,571.307826606465,453.593478122624,-117.714348483841,201.794360768222,6.38691597081302,283.12179328125,30,0.72426043555396
11.6,574.962881172654,453.921462217385,-121.041418955268,202.147612201638,6.37439115690601,286.81464,30,0.724446861226361
11.65,578.653632027073,454.253623400041,-124.400008627032,202.501486750696,6.36203615897766,290.53945921875,30,0.724635569901174
11.7,582.380214381922,454.589995090878,-127.790219291044,202.856019288709,6.34984982975266,294.29638875,30,0.724826577203177
11.75,586.14276372361,454.930610790208,-131.212152933401,203.21124451495,6.33783104210179,298.08556640625,30,0.725019898729739
11.8,589.941415808224,455.275504077209,-134.665911731015,203.567196957675,6.32597868868936,301.90713,30,0.725215550049242
11.85,593.776306657086,455.624708608773,-138.151598048313,203.923910977065,6.3142916816277,305.76121734375,30,0.725413546699505
